"EWT (seconds)","Stops","Frequency"
393.05761360168617,"First",1
369.79832195208235,"First",1
397.47241842197104,"First",1
416.3177681381495,"First",1
414.53968079105607,"First",1
428.32546806380896,"First",0
425.42039353779387,"First",1
447.5137292277473,"First",1
374.47030600559776,"First",1
472.0214123751412,"First",1
458.29962352471705,"First",0
438.8756843740899,"First",0
446.0058933648512,"First",1
456.3917972398525,"First",1
431.9555963567437,"First",1
387.1378583110581,"First",1
436.2315049309289,"First",0
606.3357764847874,"First",0
950.5365631437667,"First",0
400.2199815716446,"First",1
403.29242805738204,"First",0
456.112666442945,"First",1
464.91794007222717,"First",1
380.2880603398604,"First",1
394.24138969878,"First",1
390.86686599195656,"First",1
463.8569499291226,"First",1
415.7477824024354,"First",1
389.7614991185035,"First",1
428.81347637101607,"First",1
472.57121847693503,"First",1
466.02448971279335,"First",0
510.4005164037558,"First",1
436.5614552525682,"First",1
492.9859999586439,"First",0
387.0222860457623,"First",1
474.2024018205928,"First",1
341.71074702213235,"First",1
383.4665808519851,"First",1
410.82507363706566,"First",1
426.1097917099611,"First",1
477.5917298135365,"First",1
388.011420016857,"First",0
447.15380978359065,"First",1
452.5023132243182,"First",0
428.4822674123348,"First",1
455.25913029676065,"First",0
429.82891789593737,"First",1
495.03513437551516,"First",1
433.9660023692458,"First",0
426.33734587945236,"First",0
430.2508452882202,"First",1
404.4134891809434,"First",1
478.1634310771543,"First",1
420.7861017924059,"First",0
389.74027996228654,"First",1
392.17266715518446,"First",1
385.024601534985,"First",1
460.33769065687864,"First",0
489.42399424191353,"First",1
373.545799474976,"First",1
468.2061432482474,"First",0
218.22612777294202,"First",1
227.77390391813591,"First",1
218.90837560141497,"First",1
192.95335587558216,"First",1
194.72730661773613,"First",1
198.37663312387062,"First",1
183.1727017517001,"First",1
183.82418901603626,"First",1
182.9490716273536,"First",1
189.1687249749589,"First",1
186.1355871807305,"First",1
178.96300282676853,"First",1
175.81822379080847,"First",1
203.43247762969503,"First",1
188.42726712574742,"First",1
172.41573283958186,"First",1
185.31663240134662,"First",1
219.29975077304508,"First",1
188.03084165224044,"First",1
184.01052840285485,"First",1
181.2884592759853,"First",1
198.56565252926282,"First",1
218.15319904464315,"First",1
191.63129310106282,"First",1
602.7866397893351,"First",1
195.96832827249463,"First",1
225.00648231274585,"First",1
182.3573730903489,"First",1
180.764924283507,"First",1
171.17541472715024,"First",1
194.70807394251406,"First",1
177.62317772963416,"First",1
170.31699648785704,"First",1
185.6010619336429,"First",1
182.8734037926381,"First",1
176.79370460843597,"First",1
194.85243890803062,"First",1
193.43100772808774,"First",1
184.2549624599649,"First",1
177.45499026377576,"First",1
201.76421602398048,"First",1
237.67680877716163,"First",1
217.63136534707817,"First",1
252.84224741767196,"First",1
231.22911156388028,"First",1
223.6113540298789,"First",1
238.2898409037189,"First",1
217.50873215618026,"First",1
219.15395699741453,"First",1
225.8205335236857,"First",1
213.25884033460167,"First",1
226.26054288451328,"First",1
231.68524890457508,"First",1
216.93522739984252,"First",1
221.31912393946286,"First",1
197.2406384860813,"First",1
217.78631894081607,"First",1
210.92783740070166,"First",1
243.6788253024931,"First",1
226.7584757657642,"First",1
230.8528860081758,"First",1
229.24809175024197,"First",1
222.8692922037711,"First",1
221.6862304315665,"First",1
551.3753074595368,"First",0
578.0825560426357,"First",0
502.1940554583226,"First",0
663.5701022072758,"First",0
488.6916870330256,"First",0
468.23451675285565,"First",0
636.6152548364697,"First",0
575.4937234876529,"First",0
716.5561058578528,"First",0
524.2531148163663,"First",0
545.0197840496908,"First",0
634.3808728814149,"First",0
580.2161752610714,"First",0
550.4450634369081,"First",0
445.223384395742,"First",0
508.5025043210289,"First",0
434.70081347430573,"First",0
423.04084741813654,"First",0
492.83453642473745,"First",0
512.1220276726397,"First",0
444.311953357543,"First",0
425.08754031553536,"First",0
447.83445985310624,"First",0
442.8067497698504,"First",0
519.7391573837967,"First",0
547.9773608931107,"First",0
555.7253125018058,"First",0
470.4090506527335,"First",0
553.2077346841536,"First",0
518.9519687995569,"First",0
474.9927718216905,"First",0
472.15489422196,"First",0
448.29782069653015,"First",0
488.03257269490865,"First",0
490.20342189372514,"First",0
473.5722965095623,"First",0
1142.004205873807,"First",0
546.588109375242,"First",0
588.8894701747432,"First",0
556.834465272359,"First",0
540.7360554724287,"First",0
566.291836095867,"First",0
650.5718276997646,"First",0
569.7722325565724,"First",0
617.9799157745286,"First",0
508.3418061232935,"First",0
580.2661833775793,"First",0
582.7617583968979,"First",0
461.9815079966551,"First",0
561.0433423274974,"First",0
445.36885351857484,"First",0
531.9530493928079,"First",0
499.27553176782425,"First",0
506.47989486875326,"First",0
653.9097469364094,"First",0
431.3155665473345,"First",0
465.1203102741867,"First",0
535.9410034860829,"First",0
505.0651302395385,"First",0
547.0390978305624,"First",0
417.10015401927325,"First",0
490.84995735706406,"First",0
563.7518137662147,"First",0
632.9036653536135,"First",0
580.9102044711092,"First",0
463.45182265412285,"First",0
704.5511590641579,"First",0
502.6992751823228,"First",0
559.4264486841744,"First",0
414.78171366635047,"First",0
419.25023399348123,"First",0
509.23294728117713,"First",0
494.7457259713791,"First",0
439.63594439467784,"First",0
459.9206346374128,"First",0
417.21682990000056,"First",0
432.036038556354,"First",0
625.7603985626339,"First",0
493.39446527092383,"First",0
208.57024744132016,"First",1
216.1482913688669,"First",1
218.0576141216599,"First",1
211.53786262356732,"First",1
201.96855556508183,"First",1
203.93732106315136,"First",1
217.00817455105525,"First",1
242.49018030187682,"First",1
229.10087823841687,"First",1
218.40553086430214,"First",1
221.52970869270058,"First",1
216.64018088654618,"First",1
218.54504993446625,"First",1
220.65230303592318,"First",1
228.63203766299333,"First",1
296.8713802389653,"First",1
268.32528521328055,"First",1
293.57193980614625,"First",1
278.9950742218066,"First",1
245.87097927395592,"First",1
243.52279532087556,"First",1
258.21723557116525,"First",1
240.03560998410438,"First",1
237.5170945622932,"First",1
320.33206355491376,"First",1
261.41633784991194,"First",1
241.23518844369426,"First",1
242.4942281970532,"First",1
243.05413409035916,"First",1
292.8560705676125,"First",1
248.54137639328948,"First",1
240.89915493041562,"First",1
239.3887906710808,"First",1
245.7582545637013,"First",1
241.77514117006984,"First",1
500.2914440415206,"First",1
253.68583954385,"First",1
232.88228658251944,"First",1
236.1221411919463,"First",1
242.00930264504487,"First",1
225.6321328069175,"First",1
223.15043270683074,"First",1
242.77855184539868,"First",1
237.188418665922,"First",1
225.25154595663585,"First",1
230.02052805006642,"First",1
244.24868775929772,"First",1
236.99821077578991,"First",1
223.1250112272054,"First",1
237.76381980739197,"First",1
212.6173969176149,"First",1
288.39673715259966,"First",1
792.3358188957494,"First",0
905.5801156244265,"First",0
887.6303483371704,"First",0
985.938309588156,"First",0
796.6979401490904,"First",0
900.5973154279736,"First",0
892.0246297724408,"First",0
895.6687440866633,"First",0
602.7945166836789,"First",0
679.9963126817868,"First",0
823.7364608765863,"First",0
871.4540869339888,"First",0
645.8728199471054,"First",0
781.1431419680696,"First",0
756.1271794317547,"First",0
712.3697941900972,"First",0
738.9353771633985,"First",0
681.456237863987,"First",0
751.2740558390677,"First",0
750.4791482118367,"First",0
764.8163771237021,"First",0
781.8106032478015,"First",0
750.6079095798781,"First",0
715.1191827141223,"First",0
830.9192029366587,"First",0
828.309867563488,"First",0
1030.9177032821704,"First",0
728.5135106675725,"First",0
695.8889985544296,"First",0
795.1110129058385,"First",0
747.2255646873718,"First",0
765.0110458627456,"First",0
696.8112682407841,"First",0
845.0666112166672,"First",0
683.8843812748802,"First",0
1311.4669679788651,"First",0
863.037499749477,"First",0
748.0683895089309,"First",0
758.0465538251234,"First",0
759.3555279416651,"First",0
742.044865746255,"First",0
812.0683368834784,"First",0
888.3594507029811,"First",0
746.6944479879828,"First",0
881.6950792707255,"First",0
742.7159405582347,"First",0
868.5838458363459,"First",0
695.7282906579919,"First",0
752.2966051153587,"First",0
735.3694866885654,"First",0
763.9662308706198,"First",0
894.1706214301578,"First",0
894.1552880438885,"First",0
753.9900864187213,"First",0
713.959922469188,"First",0
780.3438871275625,"First",0
675.9899284439713,"First",0
687.8703091519425,"First",0
805.8677216083977,"First",0
682.3987677053174,"First",0
738.1157523047075,"First",0
936.4832582546209,"First",0
722.5059026859303,"First",0
1005.8861708167173,"First",0
863.6113670430403,"First",0
1017.0722610134101,"First",0
781.0097759470366,"First",0
691.1301946286981,"First",0
940.844826257245,"First",0
876.3321104164827,"First",0
714.4026836665837,"First",0
940.4596864491715,"First",0
960.4706349117154,"First",0
947.1266091780092,"First",0
742.6245620491263,"First",0
661.1025332636705,"First",0
664.0217778423128,"First",0
728.2974112380757,"First",0
829.7080705785182,"First",0
986.9497472912124,"First",0
549.4050370757448,"First",0
818.8495815863887,"First",0
836.9421795357024,"First",0
746.9395501881238,"First",0
725.8952690617148,"First",0
753.4414356928822,"First",0
740.8244664972315,"First",0
680.6398920098949,"First",0
703.6201866765862,"First",0
619.9441435126482,"First",0
754.7651164811508,"First",0
719.1657547891053,"First",0
833.3574044295027,"First",0
641.5406185143306,"First",0
748.1766516451862,"First",0
733.1177089771988,"First",0
689.1546177664998,"First",0
927.7441097976545,"First",0
627.0440082742131,"First",0
698.0023941456299,"First",0
819.8636257497111,"First",0
618.9554116103693,"First",0
722.604594373679,"First",0
632.4263615777443,"First",0
575.4433061134039,"First",0
670.6882418233782,"First",0
782.8868494780925,"First",0
640.128306849603,"First",0
785.8430389009045,"First",0
723.9606232333127,"First",0
714.5414952197685,"First",0
583.2608071439843,"First",0
657.442013858784,"First",0
692.710715558278,"First",0
668.980060300558,"First",0
1258.099604762297,"First",0
1321.1954810180189,"First",0
979.7877742669507,"First",0
1142.8986877178545,"First",0
833.5219683816084,"First",0
1092.8579576346833,"First",0
1036.181479005412,"First",0
885.2711133372284,"First",0
1155.6736625249082,"First",0
1088.6550857412076,"First",0
893.3549459407155,"First",0
1039.6860306006354,"First",0
1079.8381127080368,"First",0
1291.9224380187704,"First",0
1203.5472106119512,"First",0
939.7493251702932,"First",0
815.5214412175889,"First",0
1088.1352095939903,"First",0
812.4908269614003,"First",0
855.8019341994035,"First",0
1158.3009371180624,"First",0
1039.3549035785334,"First",0
896.058968535074,"First",0
874.3454721262732,"First",0
1284.1585610413692,"First",0
1123.1952172796678,"First",0
766.0023165215554,"First",0
966.1792016822844,"First",0
944.1555687411952,"First",0
1138.7518285048766,"First",0
1169.53994614028,"First",0
924.4188700437337,"First",0
831.8458280425554,"First",0
1140.4060412800038,"First",0
886.2208704159237,"First",0
987.0243184677588,"First",0
844.4891073470372,"First",0
876.1870480634311,"First",0
911.6586739137938,"First",0
994.4660087524139,"First",0
1099.9757543276826,"First",0
918.2539018919404,"First",0
962.5439172154022,"First",0
816.4497721455922,"First",0
1054.8326421044023,"First",0
711.2514750408737,"First",0
947.5458035051087,"First",0
884.0505358284587,"First",0
1002.5609718891087,"First",0
901.0940814769327,"First",0
878.3781843089673,"First",0
1333.513134085152,"First",0
947.709695645784,"First",0
761.755454459077,"First",0
952.26108884294,"First",0
1311.019471718396,"First",0
972.8243860588975,"First",0
1116.8317657114324,"First",0
1370.416981986797,"First",0
871.904597518628,"First",0
1154.3496576443788,"First",0
1005.2558051283528,"First",0
1062.2829059045848,"First",0
1025.5150878337236,"First",0
840.1396810733966,"First",0
921.4065306940504,"First",0
1186.4129004446074,"First",0
1400.5186493614326,"First",0
1054.5383538012861,"First",0
973.9299980513116,"First",0
893.7960623613577,"First",0
425.7333049673723,"First",1
486.32649980513617,"First",1
407.8040063805429,"First",1
479.63302902829776,"First",1
424.3871433869733,"First",1
398.9815634001458,"First",1
438.51013331714256,"First",1
436.46506159334785,"First",1
420.5408796070418,"First",1
427.0968122868575,"First",1
422.6098336751934,"First",1
450.2685713704729,"First",1
464.36852139075586,"First",1
437.536316658014,"First",1
414.6474025184682,"First",1
406.707244917622,"First",1
453.6976092928125,"First",1
449.855769537769,"First",0
506.77845952708816,"First",0
456.02826353851134,"First",0
482.4802515943276,"First",1
440.8755739432599,"First",0
444.95094635701486,"First",0
431.11285667351865,"First",0
485.39256681228125,"First",1
548.0482835133395,"First",0
466.4671267206698,"First",0
511.0753403919635,"First",0
445.88557992673935,"First",0
454.7532234503488,"First",0
432.01493028327116,"First",0
403.9689217883475,"First",0
437.97480652243553,"First",0
423.8064428421794,"First",0
440.8500903483137,"First",0
508.0936182100612,"First",0
515.6489514999654,"First",0
420.6411168112606,"First",1
412.8549553057765,"First",0
503.2623670332537,"First",0
441.5761347358303,"First",0
541.6255425733418,"First",0
542.6634779243317,"First",0
437.301202023402,"First",0
449.94454599094513,"First",0
468.3269026298704,"First",0
388.4389925760762,"First",0
391.1554135817012,"First",0
480.18193348499517,"First",0
398.3304365456932,"First",0
423.80782639541474,"First",0
458.2506114632629,"First",0
473.2380398209812,"First",0
400.35041424002924,"First",0
478.9835154246711,"First",0
486.5759171618956,"First",0
433.24691104412875,"First",0
433.85006512901236,"First",0
401.79782591559166,"First",0
478.91729548621424,"First",0
419.3590898356034,"First",0
458.06565616741193,"First",0
444.31058472113153,"First",0
392.8531168115648,"First",0
419.4159020959678,"First",0
441.4643374346141,"First",0
452.43096493113313,"First",0
408.26996963026346,"First",0
433.98137841823336,"First",0
417.4555148713095,"First",0
407.3524678955146,"First",0
451.0800561222836,"First",1
472.8909525426223,"First",0
422.0523328908049,"First",0
462.5218686088043,"First",0
446.2558122691714,"First",0
454.1830157510365,"First",0
467.53958105615095,"First",0
418.2874844435446,"First",0
407.01376722219567,"First",0
408.85879294205114,"First",0
407.7072003582419,"First",0
367.0020889443486,"First",1
395.49735789962415,"First",0
476.88588836419297,"First",0
409.3181437326708,"First",0
489.9251357613913,"First",0
411.6245798650029,"First",0
532.5780866286821,"First",0
448.69462544705993,"First",0
653.7274841172572,"First",0
349.89230055761016,"First",1
418.96020649619817,"First",0
523.3795828214652,"First",0
409.2828313081534,"First",0
457.7696265875022,"First",0
378.24172449035075,"First",0
433.81720401474035,"First",0
420.9385720149277,"First",0
478.68420459802667,"First",0
421.9232002045729,"First",0
580.1004144490317,"First",0
385.79093508990576,"First",0
480.7409753243152,"First",0
410.38391215161346,"First",0
463.50930058643956,"First",0
414.93811541625087,"First",0
428.2110215252269,"First",0
440.7451389852977,"First",0
405.83774472042,"First",0
440.4621594559054,"First",0
476.66003012337416,"First",0
468.1775741043952,"First",0
455.42950827544786,"First",0
492.2138854634032,"First",0
556.6552073023347,"First",0
608.5980817641473,"First",0
550.9825821985496,"First",0
501.4804110023963,"First",0
582.1590659118515,"First",0
566.7044472845471,"First",0
486.71444476414916,"First",0
512.2914134780626,"First",0
530.8010989175846,"First",0
587.5902941793212,"First",0
502.0996278730479,"First",0
723.9873425681552,"First",0
532.7513672062371,"First",0
534.2205614642111,"First",0
560.665939721514,"First",0
514.4805842380314,"First",0
437.7786826219494,"First",0
499.51170335290743,"First",0
470.58597307075996,"First",0
463.94410282816915,"First",0
552.8856727918621,"First",0
600.8175819226028,"First",0
784.0359538734809,"First",0
646.5962503593846,"First",0
627.9597046261347,"First",0
552.1157839056581,"First",0
591.3433882321407,"First",0
587.45635348757,"First",0
617.0315987947288,"First",0
597.3285469538836,"First",0
562.8055606742114,"First",0
983.7836854478007,"First",0
812.9847310552184,"First",0
552.420818190516,"First",0
580.1009966253806,"First",0
567.5595624402473,"First",0
562.6048212907491,"First",0
674.8042516785849,"First",0
538.2310977069918,"First",0
548.8321505270843,"First",0
721.3408524606987,"First",0
706.8700651566589,"First",0
576.9891432416664,"First",0
573.1463243911036,"First",0
574.1376696963871,"First",0
831.7303119588603,"First",0
642.2065604755941,"First",0
684.5632247108067,"First",0
733.383645169271,"First",0
604.6178905409189,"First",0
628.8075086772091,"First",0
619.8035358707226,"First",0
670.9812460184568,"First",0
667.2888188067698,"First",0
725.3318142616931,"First",0
643.4997741228059,"First",0
642.0284763006961,"First",0
1262.6760235435993,"First",0
671.7842591108723,"First",0
731.3804954122221,"First",0
645.5515817514431,"First",0
598.5367770331715,"First",0
778.4315756337145,"First",0
587.0811835023346,"First",0
594.1655200199967,"First",0
627.1389575593784,"First",0
592.2286759337544,"First",0
586.5489069209148,"First",0
602.288915547289,"First",0
543.0208658465615,"First",0
673.4818039084091,"First",0
751.1857528094326,"First",0
642.7397284161199,"First",0
532.4335445768685,"First",0
573.6315135557834,"First",0
641.3637036269284,"First",0
648.1140471679239,"First",0
757.8714215382051,"First",0
711.1131252249112,"First",0
604.809792748714,"First",0
743.9337123512256,"First",0
664.3985208431496,"First",0
641.3792541827686,"First",0
643.3458090762302,"First",0
619.317726222424,"First",0
602.9012989373352,"First",0
583.592868772829,"First",0
909.5972944071016,"First",0
675.9724226106741,"First",0
604.9894556933566,"First",0
614.5665687874641,"First",0
554.0309918538579,"First",0
497.36749981800654,"First",0
554.3318663245535,"First",0
583.2090497876343,"First",0
626.1578493393263,"First",0
749.2570254376254,"First",0
631.4766611668829,"First",0
650.0593476332465,"First",0
662.0191294635507,"First",0
610.3432193002373,"First",1
578.3207902087491,"First",1
568.5127699013774,"First",1
626.4163084390976,"First",1
584.2211547019484,"First",1
558.7796392393914,"First",1
630.9796842829637,"First",1
597.6540634431333,"First",1
624.8325755539863,"First",1
741.9425000227926,"First",1
691.157166954392,"First",1
751.5239554067456,"First",1
626.8756932640352,"First",1
710.9305252154812,"First",1
829.7006364685261,"First",1
663.8037664262188,"First",1
594.5673575080399,"First",1
523.5650087206169,"First",1
623.2137243128087,"First",1
598.6342198932748,"First",1
739.070714699405,"First",1
576.8382308521446,"First",1
638.6059509441183,"First",1
939.7517543496884,"First",1
432.6103816882696,"First",1
778.2403734911371,"First",1
620.1543812683686,"First",1
699.7683195767908,"First",1
507.0573753950959,"First",1
543.0125659311036,"First",1
833.8765731129515,"First",0
739.6121823394938,"First",0
711.4912877125145,"First",0
788.874642787647,"First",0
897.4839407998401,"First",0
642.2970322776848,"First",0
657.6680335866057,"First",0
798.6509707254013,"First",0
750.7658400918415,"First",0
724.693383764381,"First",0
700.1456037104666,"First",0
718.2174339185382,"First",0
870.6210917634775,"First",0
735.8385933707582,"First",0
853.5293922721402,"First",0
674.5831123080293,"First",0
765.870944735353,"First",0
936.8851423798764,"First",0
778.9308318343832,"First",0
685.5224396083368,"First",0
937.9259462328407,"First",0
880.2955297340949,"First",0
810.6799370012629,"First",0
870.6469799722951,"First",0
904.528765789393,"First",0
808.7632692911508,"First",0
661.0166566833726,"First",0
820.5128245678047,"First",0
758.691944683777,"First",0
769.6824933569873,"First",0
764.5367648178277,"First",0
1004.4393677187841,"First",0
658.2351550044647,"First",0
720.3106666935311,"First",0
880.4612030919493,"First",0
888.4191677812915,"First",0
743.2590478527288,"First",0
705.9386341184534,"First",0
697.3069660029158,"First",0
692.5193084582288,"First",0
588.9589818436825,"First",0
778.2165299310457,"First",0
980.6798290543874,"First",0
818.0626027188797,"First",0
759.5347912823668,"First",0
809.2217325074743,"First",0
609.3481253511204,"First",0
636.4834233448668,"First",0
629.2175240532499,"First",0
747.7049207017254,"First",0
892.7402442053758,"First",0
820.1118112349692,"First",0
665.9754309458953,"First",0
705.2776689603422,"First",0
766.756694196827,"First",0
748.9681187081886,"First",0
747.5427972714427,"First",0
647.8943850321045,"First",0
626.8365721841058,"First",0
589.7839637704648,"First",0
623.8847391050098,"First",0
528.0227771421527,"First",0
796.9528690463611,"First",0
619.5449475424307,"First",0
559.9073856709149,"First",0
639.1818761180402,"First",0
535.9161078458413,"First",0
533.819852706758,"First",0
580.1559441933377,"First",0
527.7601190182288,"First",0
470.85331482270715,"First",0
506.55480824723463,"First",0
504.136285523106,"First",0
578.6777405156429,"First",0
481.86232800169614,"First",0
466.0755055228583,"First",0
500.8018610482328,"First",0
432.13577381440257,"First",0
547.0448497926142,"First",0
551.2591885905039,"First",0
568.6353336907307,"First",0
455.18489799399305,"First",0
492.25526558538843,"First",0
654.149687374963,"First",0
452.1022303994112,"First",0
523.7688763658963,"First",0
509.3644471025485,"First",0
567.7973613027491,"First",0
515.6214228739659,"First",0
430.7155188675449,"First",0
489.21108352440325,"First",0
487.6757970686254,"First",0
520.0338680439174,"First",0
521.7186146147442,"First",0
1282.0816816444533,"First",0
519.5102009014943,"First",0
584.5990111352372,"First",0
540.5837977764631,"First",0
512.7235544349859,"First",0
479.05605735352333,"First",0
645.7291069259477,"First",0
